year,branch,gender,type,tenth,twelve,higher_education,take_notes,prefer_tostudy,hoursstudy,time_relaxing,studymode,active_backlogs,backlog_history,participate_activities,attendance,cgpa,cgpaup,backlog,grade
3,CSE,Female,H,95,95,Yes,Yes,Just before exam,1,2-5 hours,"Online Tutorials, Class notes, Textbook",0,0,Occasionally,above 90 %,7.4,7.4,0,Average
4,ECE,Female,D,97,96,Yes,Occasionally,Just before exam,3,<2 hours,Textbook,0,0,Occasionally,75-80 %,7.53,7.53,0,Good
4,Other,Male,D,83,80,Maybe,Yes,Daily,2,<2 hours,"Online Tutorials, Class notes",1,3,Occasionally,80-90 %,70,7,1,Below_average
4,CSE,Female,H,98,92,No,Occasionally,Just before exam,3,2-5 hours,"Online Tutorials, Class notes, Textbook",0,2,Occasionally,75-80 %,6.75,6.75,0,Average
4,CSE,Female,H,97,95,Maybe,Occasionally,Daily,1,>5 hours,Online Tutorials,0,0,Always,80-90 %,82,8.2,0,Good
4,CSE,Female,H,94,94,Maybe,Occasionally,Just before exam,1,<2 hours,Class notes,1,8,Always,75-80 %,6.8,6.8,1,Below_average
4,ECE,Male,D,83,81,Yes,Yes,Just before exam,2,2-5 hours,Class notes,0,0,Occasionally,80-90 %,7,7,0,Average
4,Other,Female,H,98,98,Yes,Yes,Just before exam,1,>5 hours,"Class notes, Textbook",0,0,Occasionally,80-90 %,7.87,7.87,0,Good
3,Other,Female,H,98,97.5,Yes,Yes,Just before exam,1,2-5 hours,Online Tutorials,0,0,Occasionally,above 90 %,9.34,9.34,0,Excellent
4,CSE,Female,D,9.8,97.6,Yes,No,Just before exam,1,>5 hours,Online Tutorials,0,0,Always,80-90 %,8.3,8.3,0,Good
4,ECE,Male,H,88,88.8,Yes,No,Just before exam,2,>5 hours,Class notes,0,1,Occasionally,75-80 %,6.94,6.94,0,Average
4,CSE,Female,H,90,92,Yes,Yes,Just before exam,1,>5 hours,Class notes,0,0,Always,80-90 %,6.2,6.2,0,Below_average
1,CSE,Male,H,93,95,Yes,Yes,Daily,2,2-5 hours,Textbook,0,0,Occasionally,80-90 %,8,8,0,Good
2,ECE,Female,H,98,96,Yes,Yes,Daily,2,2-5 hours,Textbook,0,0,Occasionally,80-90 %,8.9,8.9,0,Excellent
4,ECE,Male,D,91.25,94.7,Yes,Yes,Daily,1,<2 hours,"Online Tutorials, Class notes",0,0,Always,80-90 %,8.26,8.26,0,Good
4,EIE,Male,H,80,90,Yes,Yes,Daily,1,<2 hours,Online Tutorials,0,0,Always,80-90 %,7.5,7.5,0,Good
4,EEE,Female,H,92,92,Yes,Occasionally,Just before exam,1,>5 hours,Class notes,0,0,Always,above 90 %,6.8,6.8,0,Average
4,ECE,Male,D,9.3,9.4,Yes,Occasionally,Just before exam,0,2-5 hours,"Online Tutorials, Class notes",0,0,Occasionally,80-90 %,7.5,7.5,0,Good
4,CSE,Female,H,10,98.2,No,Yes,Just before exam,1,>5 hours,Textbook,0,0,Occasionally,80-90 %,8.25,8.25,0,Good
4,Other,Female,H,97,96,Maybe,Yes,Daily,1,<2 hours,"Online Tutorials, Class notes, Textbook",0,0,Always,75-80 %,7.5,7.5,0,Good
4,CSE,Female,H,95,97,Maybe,Occasionally,Just before exam,0,>5 hours,Class notes,0,0,Occasionally,75-80 %,7.9,7.9,0,Good
4,ECE,Female,H,93,95.7,Yes,Yes,Just before exam,1,2-5 hours,"Class notes, Textbook",0,0,Occasionally,80-90 %,7.4,7.4,0,Average
2,Other,Female,H,97,96,Yes,No,Just before exam,2,>5 hours,Online Tutorials,1,0,Occasionally,75-80 %,7,7,1,Below_average
4,CSE,Female,H,9.8,97.6,No,Occasionally,Just before exam,0,>5 hours,"Online Tutorials, Class notes, Textbook",0,0,Always,above 90 %,8,8,0,Good
4,CSE,Female,D,98,98,Maybe,Yes,Just before exam,0,2-5 hours,"Class notes, Textbook",0,0,Occasionally,above 90 %,8.5,8.5,0,Excellent
4,CSE,Male,D,78,90.7,No,Yes,Just before exam,1,2-5 hours,Class notes,0,1,Occasionally,above 90 %,6.36,6.36,0,Below_average
1,ECE,Male,D,10,98,Yes,Occasionally,Just before exam,0,2-5 hours,Online Tutorials,0,0,Always,75-80 %,8.3,8.3,0,Good
1,CSE,Male,D,10,95.2,Maybe,Occasionally,Just before exam,2,>5 hours,"Class notes, Textbook",0,0,Always,80-90 %,9.53,9.53,0,Excellent
3,Other,Male,D,96,97.6,Maybe,No,Just before exam,0,2-5 hours,"Online Tutorials, Textbook",0,0,Occasionally,75-80 %,6.9,6.9,0,Average
3,EEE,Male,H,9.7,98,No,Occasionally,Daily,1,2-5 hours,Textbook,0,0,Occasionally,75-80 %,8.1,8.1,0,Good
4,Other,Male,H,88,82,Maybe,Occasionally,Just before exam,0,>5 hours,Online Tutorials,2,19,Always,75-80 %,6,6,2,Low
3,EEE,Male,H,9.7,98,No,Occasionally,Daily,1,2-5 hours,Textbook,0,0,Occasionally,75-80 %,8.1,8.1,0,Good
3,Other,Male,D,88,90,Yes,Occasionally,Just before exam,1,2-5 hours,Class notes,0,0,Occasionally,75-80 %,7,7,0,Average
2,CSE,Male,D,90,97,Yes,No,Just before exam,3,2-5 hours,Online Tutorials,0,0,Always,75-80 %,8,8,0,Good
4,CSE,Female,H,9.3,96.7,Yes,Yes,Just before exam,2,2-5 hours,"Online Tutorials, Class notes, Textbook",0,1,Occasionally,80-90 %,7.13,7.13,0,Average
3,EIE,Male,D,85,90,Yes,Occasionally,Just before exam,1,2-5 hours,Class notes,0,0,Occasionally,80-90 %,6.8,6.8,0,Average
1,CSE,Male,H,9.8,95,Yes,Yes,Daily,1,2-5 hours,Online Tutorials,0,0,Occasionally,80-90 %,9,9,0,Excellent
2,EIE,Male,D,90,90,Maybe,Yes,Just before exam,1,2-5 hours,Class notes,0,0,Occasionally,80-90 %,7.8,7.8,0,Good
1,CSE,Female,D,95,90,Maybe,Occasionally,Just before exam,0,>5 hours,Online Tutorials,0,0,Occasionally,80-90 %,7.95,7.95,0,Good
1,CSE,Female,D,9.7,973,Maybe,Yes,Just before exam,2,2-5 hours,"Class notes, Textbook",0,0,Occasionally,80-90 %,9.48,9.48,0,Excellent
1,CSE,Male,D,9.7,97,Maybe,Yes,Daily,2,>5 hours,"Online Tutorials, Class notes",0,0,Occasionally,above 90 %,9.53,9.53,0,Excellent
1,Other,Female,D,10,97.5,Yes,Yes,Just before exam,2,<2 hours,"Online Tutorials, Class notes",0,0,Occasionally,above 90 %,9.42,9.42,0,Excellent
1,CSE,Female,D,95,98.1,Maybe,Yes,Daily,1,2-5 hours,Class notes,0,0,Occasionally,above 90 %,9.7,9.7,0,Excellent
3,EIE,Male,H,95,70.2,Yes,Yes,Daily,2,>5 hours,"Online Tutorials, Textbook",3,1,Never,75-80 %,6,6,3,Low
1,CSE,Male,H,90,96.8,Maybe,Occasionally,Just before exam,3,2-5 hours,Textbook,0,0,Always,80-90 %,7.6,7.6,0,Good
4,CSE,Female,D,89,90,Yes,Occasionally,Just before exam,1,2-5 hours,"Online Tutorials, Class notes",0,0,Always,80-90 %,7.59,7.59,0,Good
4,EEE,Female,H,97,97.5,No,Yes,Daily,1,>5 hours,"Online Tutorials, Class notes, Textbook",0,0,Always,80-90 %,8,8,0,Good
4,CSE,Female,H,85,94,Maybe,Yes,Just before exam,1,2-5 hours,Class notes,0,0,Never,above 90 %,7.26,7.26,0,Average
1,CSE,Male,H,95,96.4,Maybe,Occasionally,Just before exam,1,>5 hours,"Online Tutorials, Textbook",0,0,Occasionally,80-90 %,8.42,8.42,0,Good
1,CSE,Male,D,9.8,96,Maybe,Occasionally,Just before exam,2,>5 hours,Online Tutorials,0,0,Occasionally,75-80 %,8.3,8.3,0,Good
2,ECE,Male,H,90,96.7,Maybe,No,Just before exam,1,>5 hours,"Online Tutorials, Class notes",0,0,Occasionally,75-80 %,8,8,0,Good
1,CSE,Male,H,9.5,92.7,Yes,Occasionally,Just before exam,1,2-5 hours,"Online Tutorials, Class notes, Textbook",0,0,Occasionally,75-80 %,9,9,0,Excellent
1,CSE,Male,H,9.7,984,Yes,Occasionally,Just before exam,0,>5 hours,Online Tutorials,0,0,Never,80-90 %,9.1,9.1,0,Excellent
1,CSE,Male,D,100,95,Yes,Yes,Daily,3,2-5 hours,"Online Tutorials, Class notes, Textbook",0,0,Occasionally,above 90 %,9.89,9.89,0,Excellent
1,CSE,Male,D,90,90,Maybe,Occasionally,Just before exam,1,2-5 hours,Online Tutorials,0,0,Occasionally,above 90 %,9.03,9.03,0,Excellent
1,CSE,Female,D,9.2,96,Maybe,Yes,Just before exam,2,2-5 hours,"Online Tutorials, Class notes, Textbook",0,0,Occasionally,80-90 %,7.53,7.53,0,Good
1,CSE,Female,D,100,98,Yes,Yes,Daily,2,<2 hours,"Online Tutorials, Class notes",0,0,Occasionally,80-90 %,9.4,9.4,0,Excellent
4,MEE,Female,H,71.04,82.03,Maybe,Yes,Just before exam,2,>5 hours,"Class notes, Textbook",0,0,Never,above 90 %,91.04,9.104,0,Excellent
1,CSE,Female,D,10,92,Yes,Yes,Just before exam,2,<2 hours,"Online Tutorials, Class notes",1,1,Occasionally,above 90 %,4.9,4.9,1,Low
3,CSE,Female,H,98,98.1,No,Occasionally,Just before exam,1,2-5 hours,Online Tutorials,0,0,Occasionally,80-90 %,7.81,7.81,0,Good
1,CSE,Female,D,10,965,Maybe,Yes,Daily,2,>5 hours,"Class notes, Textbook",0,0,Occasionally,above 90 %,9.48,9.48,0,Excellent
3,CSE,Male,H,9.7,98.7,Maybe,Occasionally,Just before exam,0,>5 hours,Online Tutorials,0,0,Occasionally,75-80 %,8.1,8.1,0,Good
1,CSE,Male,H,93,97,Maybe,Yes,Just before exam,1,2-5 hours,Class notes,0,0,Occasionally,80-90 %,7.5,7.5,0,Good
4,Other,Female,H,9.7,95.2,Yes,Occasionally,Daily,0,<2 hours,"Online Tutorials, Class notes",0,0,Always,75-80 %,6.8,6.8,0,Average
4,CSE,Female,D,98,98.1,Maybe,Occasionally,Just before exam,2,2-5 hours,"Online Tutorials, Textbook",0,0,Always,above 90 %,8.62,8.62,0,Excellent
1,CSE,Male,H,93,96,Yes,Yes,Daily,1,<2 hours,Class notes,0,0,Occasionally,80-90 %,9.27,9.27,0,Excellent
4,CSE,Female,H,98,98,Maybe,Occasionally,Just before exam,0,>5 hours,"Online Tutorials, Class notes, Textbook",0,0,Occasionally,above 90 %,7.9,7.9,0,Good
4,EIE,Male,H,90,92,Yes,Occasionally,Just before exam,1,2-5 hours,"Class notes, Textbook",2,1,Occasionally,80-90 %,6.5,6.5,2,Low
1,CSE,Male,H,9.7,96,No,Occasionally,Just before exam,1,2-5 hours,Online Tutorials,0,0,Occasionally,80-90 %,8.3,8.3,0,Good
3,Other,Male,D,78,69,Yes,Yes,Daily,1,<2 hours,"Online Tutorials, Class notes",4 & above,1,Occasionally,75-80 %,5.5,5.5,4,Low
2,CSE,Male,H,93,96,Yes,Yes,Daily,1,>5 hours,Online Tutorials,0,0,Occasionally,75-80 %,8,8,0,Good
4,CSE,Female,D,95,96,No,No,Just before exam,0,2-5 hours,"Online Tutorials, Class notes",0,0,Always,75-80 %,79,7.9,0,Good
2,Other,Male,H,90,94,Maybe,Occasionally,Just before exam,0,>5 hours,Class notes,0,0,Never,75-80 %,6.3,6.3,0,Below_average
4,CSE,Female,H,97,97,Maybe,Occasionally,Just before exam,1,2-5 hours,"Online Tutorials, Class notes, Textbook",0,0,Always,75-80 %,7.8,7.8,0,Good
1,Other,Male,H,96,92,Yes,Yes,Just before exam,1,2-5 hours,"Online Tutorials, Class notes",0,0,Occasionally,75-80 %,7.85,7.85,0,Good
1,EIE,Male,H,10,96,Yes,Occasionally,Just before exam,0,2-5 hours,"Online Tutorials, Textbook",0,0,Never,80-90 %,8,8,0,Good
4,CSE,Female,H,9.3,95,Yes,Yes,Just before exam,1,>5 hours,Online Tutorials,0,0,Occasionally,75-80 %,71,7.1,0,Average
4,ECE,Female,H,9.3,95,No,Yes,Just before exam,1,<2 hours,Class notes,0,0,Always,above 90 %,8,8,0,Good
4,CSE,Female,D,90,80,Yes,Occasionally,Just before exam,0,>5 hours,Class notes,1,0,Never,75-80 %,7,7,1,Below_average
4,CSE,Female,D,88,73,Yes,Yes,Daily,3,>5 hours,"Class notes, Textbook",0,0,Always,above 90 %,7.8,7.8,0,Good
4,ECE,Male,H,75,89,Maybe,Yes,Just before exam,1,2-5 hours,"Online Tutorials, Class notes",0,0,Occasionally,75-80 %,7,7,0,Average
4,CSE,Female,H,75,89,Yes,Occasionally,Just before exam,0,2-5 hours,Online Tutorials,0,0,Occasionally,75-80 %,7,7,0,Average
4,ECE,Male,D,92,94.7,No,No,Just before exam,2,2-5 hours,Class notes,2,7,Never,75-80 %,6.87,6.87,2,Low
3,CSE,Male,H,100,95.4,Maybe,Yes,Just before exam,0,2-5 hours,"Online Tutorials, Class notes",0,0,Always,75-80 %,7.75,7.75,0,Good
3,CSE,Female,H,9.5,9.65,No,Occasionally,Just before exam,1,2-5 hours,Class notes,0,0,Occasionally,75-80 %,7.4,7.4,0,Average
4,CSE,Female,H,75,89,Yes,Occasionally,Just before exam,0,2-5 hours,Online Tutorials,0,0,Occasionally,75-80 %,7,7,0,Average
3,Other,Male,D,93,98.3,No,Yes,Just before exam,1,>5 hours,Class notes,0,0,Always,75-80 %,8.79,8.79,0,Excellent
3,Other,Male,H,93,96,No,Occasionally,Just before exam,1,2-5 hours,"Online Tutorials, Class notes, Textbook",0,0,Occasionally,75-80 %,8.06,8.06,0,Good
2,ECE,Female,H,9.2,880,Maybe,Yes,Just before exam,1,<2 hours,Class notes,1,1,Occasionally,80-90 %,7.5,7.5,1,Average
3,Other,Male,D,80,75,Yes,Occasionally,Daily,1,>5 hours,Textbook,0,0,Occasionally,75-80 %,83,8.3,0,Good
2,MEE,Male,H,95,94.5,Maybe,Yes,Daily,1,>5 hours,Online Tutorials,0,0,Always,75-80 %,7.3,7.3,0,Average
2,ECE,Female,H,95,96,Yes,Yes,Daily,1,2-5 hours,Class notes,0,0,Always,80-90 %,80,8,0,Good
1,CSE,Female,H,8.7,83.3,Yes,Yes,Daily,1,2-5 hours,Class notes,0,0,Occasionally,above 90 %,78,7.8,0,Good
1,ECE,Female,H,88,94,Yes,Yes,Just before exam,2,>5 hours,Online Tutorials,0,0,Never,above 90 %,7.3,7.3,0,Average
1,EEE,Male,D,90,85,Yes,Occasionally,Just before exam,0,>5 hours,"Online Tutorials, Textbook",0,0,Occasionally,75-80 %,85,8.5,0,Excellent
1,Other,Female,H,92,92,Yes,Yes,Daily,2,2-5 hours,"Class notes, Textbook",0,0,Occasionally,80-90 %,7,7,0,Average
1,CSE,Female,H,88,96.3,Yes,Yes,Daily,1,2-5 hours,Class notes,0,0,Occasionally,75-80 %,7.7,7.7,0,Good
2,ECE,Female,D,80,60,Yes,Yes,Daily,1,<2 hours,Class notes,0,1,Always,80-90 %,6.6,6.6,0,Average
2,ECE,Female,H,8.2,8.63,Maybe,Yes,Just before exam,3,2-5 hours,Textbook,0,0,Occasionally,75-80 %,7.5,7.5,0,Good
4,EIE,Female,H,78.83,81.2,Yes,Occasionally,Just before exam,2,2-5 hours,"Online Tutorials, Class notes",0,0,Occasionally,75-80 %,8.46,8.46,0,Good
3,MEE,Male,D,87,89,Maybe,Yes,Just before exam,1,2-5 hours,Online Tutorials,2,1,Occasionally,75-80 %,4.9,4.9,2,Low
4,ECE,Female,H,92,90,No,Occasionally,Just before exam,3,2-5 hours,Online Tutorials,0,0,Occasionally,75-80 %,8,8,0,Good
2,ECE,Female,D,89,85,Yes,Occasionally,Just before exam,0,>5 hours,"Online Tutorials, Class notes, Textbook",0,0,Occasionally,75-80 %,7.6,7.6,0,Good
2,MEE,Male,H,88,93,Yes,No,Just before exam,0,>5 hours,"Online Tutorials, Class notes, Textbook",3,6,Occasionally,75-80 %,5.1,5.1,3,Low
2,ECE,Female,H,95,94,Yes,Yes,Daily,1,2-5 hours,"Online Tutorials, Class notes, Textbook",0,0,Occasionally,above 90 %,9.3,9.3,0,Excellent
4,ECE,Female,H,90,85,Yes,Yes,Just before exam,3,<2 hours,Textbook,2,2,Occasionally,75-80 %,75,7.5,2,Low
1,Other,Female,H,95,93,Yes,Occasionally,Daily,0,2-5 hours,Class notes,0,0,Occasionally,80-90 %,7.9,7.9,0,Good
1,Other,Female,D,90,95,Yes,Occasionally,Just before exam,1,>5 hours,Class notes,1,0,Never,80-90 %,6.4,6.4,1,Below_average
4,Other,Female,D,86,91,Yes,No,Just before exam,0,2-5 hours,"Online Tutorials, Class notes",4 & above,3,Always,above 90 %,4.9,4.9,4,Low
2,ECE,Female,H,95,89,Yes,Occasionally,Just before exam,0,>5 hours,Class notes,3,5,Always,75-80 %,5.6,5.6,3,Low
2,MEE,Male,D,86,90,Yes,Occasionally,Just before exam,0,<2 hours,"Class notes, Textbook",4 & above,3,Always,80-90 %,5.5,5.5,4,Low
1,Other,Male,H,84,92,Yes,Occasionally,Just before exam,1,2-5 hours,"Online Tutorials, Class notes, Textbook",0,0,Occasionally,above 90 %,8.9,8.9,0,Excellent
4,CSE,Female,D,95,89,Yes,Yes,Just before exam,1,<2 hours,"Class notes, Textbook",0,0,Occasionally,80-90 %,8.9,8.9,0,Excellent
4,CSE,Male,H,95,93,No,Yes,Just before exam,0,>5 hours,"Online Tutorials, Class notes, Textbook",0,0,Always,80-90 %,6.28,6.28,0,Below_average
4,CSE,Female,H,97,97,Maybe,Occasionally,Just before exam,1,2-5 hours,"Online Tutorials, Class notes, Textbook",0,0,Always,75-80 %,7.8,7.8,0,Good
4,CSE,Male,H,82,83,Yes,Yes,Daily,2,2-5 hours,Textbook,0,0,Occasionally,above 90 %,8,8,0,Good
1,Other,Female,D,88,90,Maybe,Occasionally,Just before exam,1,>5 hours,"Online Tutorials, Class notes, Textbook",2,1,Occasionally,80-90 %,6.3,6.3,2,Low
4,CSE,Male,H,95,84,Maybe,No,Just before exam,0,>5 hours,"Online Tutorials, Class notes",1,12,Occasionally,75-80 %,6,6,1,Below_average
4,Other,Male,H,95,80,Yes,Yes,Just before exam,2,2-5 hours,"Online Tutorials, Class notes",4 & above,10,Occasionally,80-90 %,6,6,4,Low
4,ECE,Male,H,95,90,Yes,Yes,Daily,1,2-5 hours,"Class notes, Textbook",2,2,Occasionally,75-80 %,7.3,7.3,2,Low
4,ECE,Male,D,85,85,Yes,Yes,Just before exam,3,2-5 hours,"Online Tutorials, Class notes, Textbook",0,0,Never,75-80 %,7.5,7.5,0,Good
4,CSE,Male,H,80,90,Maybe,Occasionally,Just before exam,2,2-5 hours,"Online Tutorials, Class notes",0,7,Never,80-90 %,5.8,5.8,0,Low
2,Other,Female,D,85.5,91,No,Occasionally,Just before exam,0,>5 hours,"Online Tutorials, Class notes, Textbook",0,0,Occasionally,75-80 %,6.98,6.98,0,Average
1,Other,Male,H,97,96,Yes,Yes,Daily,1,>5 hours,"Online Tutorials, Class notes, Textbook",0,0,Always,80-90 %,8.9,8.9,0,Excellent
2,ECE,Female,H,84,91,Yes,Yes,Just before exam,1,2-5 hours,"Online Tutorials, Class notes",1,2,Never,75-80 %,6.3,6.3,1,Below_average
2,ECE,Male,H,84,90,No,No,Just before exam,0,>5 hours,Class notes,0,0,Always,75-80 %,7.5,7.5,0,Good
1,Other,Female,H,97,98,Yes,Yes,Daily,1,>5 hours,"Online Tutorials, Class notes, Textbook",0,0,Occasionally,above 90 %,9.56,9.56,0,Excellent
4,ECE,Male,D,92,94.2,No,No,Just before exam,0,>5 hours,"Online Tutorials, Class notes",4 & above,8,Occasionally,75-80 %,5.5,5.5,4,Low
2,CSE,Male,D,95,94,Maybe,Yes,Daily,2,2-5 hours,"Class notes, Textbook",0,0,Always,above 90 %,8.8,8.8,0,Excellent
2,CSE,Male,H,98,95,Maybe,Occasionally,Just before exam,0,>5 hours,"Online Tutorials, Class notes, Textbook",0,0,Occasionally,80-90 %,8,8,0,Good
2,CSE,Male,H,10,94,Yes,No,Just before exam,2,2-5 hours,"Online Tutorials, Class notes, Textbook",0,0,Occasionally,80-90 %,9.1,9.1,0,Excellent
1,Other,Male,H,94,85,Yes,Yes,Just before exam,2,2-5 hours,"Online Tutorials, Class notes, Textbook",3,0,Always,above 90 %,3.35,3.35,3,Low
1,ECE,Male,H,9,9,Maybe,No,Just before exam,2,2-5 hours,Class notes,3,4,Occasionally,75-80 %,6,6,3,Low
1,ECE,Male,H,72,89,Yes,No,Just before exam,0,>5 hours,Online Tutorials,0,0,Occasionally,75-80 %,6.78,6.78,0,Average
1,ECE,Female,H,9.4,9.13,Maybe,Yes,Daily,1,2-5 hours,"Class notes, Textbook",0,0,Occasionally,above 90 %,8.76,8.76,0,Excellent
2,CSE,Male,H,89,92,Maybe,Yes,Just before exam,1,2-5 hours,"Online Tutorials, Class notes, Textbook",0,0,Occasionally,80-90 %,8.35,8.35,0,Good
1,MEE,Male,H,10,9,Maybe,Yes,Just before exam,2,2-5 hours,"Class notes, Textbook",0,0,Occasionally,above 90 %,6.8,6.8,0,Average
1,Other,Male,H,8,94,Maybe,Occasionally,Just before exam,2,>5 hours,Class notes,0,0,Always,80-90 %,8.9,8.9,0,Excellent
1,Other,Female,H,97,97,Maybe,Yes,Just before exam,0,2-5 hours,"Class notes, Textbook",0,0,Always,above 90 %,8.7,8.7,0,Excellent
1,Other,Female,D,73,92.5,Yes,Yes,Daily,3,2-5 hours,Class notes,0,0,Occasionally,above 90 %,8.8,8.8,0,Excellent
1,CSE,Male,H,10,9.83,Yes,Yes,Daily,1,2-5 hours,"Online Tutorials, Class notes, Textbook",0,0,Always,above 90 %,8,8,0,Good
1,Other,Male,H,95,90,Maybe,Occasionally,Daily,1,<2 hours,Online Tutorials,0,0,Always,above 90 %,7.2,7.2,0,Average
1,Other,Male,H,98,97,Maybe,Yes,Daily,3,<2 hours,"Online Tutorials, Class notes, Textbook",0,0,Always,above 90 %,9.04,9.04,0,Excellent
