year,branch,gender,type,tenth,twelve,higher_education,take_notes,prefer_tostudy,hoursstudy,time_relaxing,studymode,active_backlogs,backlog_history,participate_activities,attendance,cgpa,cgpaup,backlog,grade
4,CSE,Male,H,95,97,Yes,Occasionally,Just before exam,3,>5 hours,"Online Tutorials, Class notes, Textbook",0,1,Occasionally,75-80 %,7.2,7.2,0,Average
4,EEE,Female,H,98,96.9,Maybe,Yes,Just before exam,1,2-5 hours,"Class notes, Textbook",0,0,Occasionally,above 90 %,8.2,8.2,0,Good
3,EIE,Male,H,9.5,900,No,Occasionally,Just before exam,1,2-5 hours,"Online Tutorials, Class notes",0,0,Occasionally,75-80 %,7,7,0,Average
4,CSE,Male,H,97,98.2,Yes,Occasionally,Just before exam,1,2-5 hours,"Class notes, Textbook",0,0,Occasionally,80-90 %,8.82,8.82,0,Excellent
4,ECE,Male,H,90,93,Yes,Yes,Just before exam,1,>5 hours,"Online Tutorials, Class notes, Textbook",0,1,Always,80-90 %,7.34,7.34,0,Average
4,ECE,Female,H,9.8,978,Maybe,Occasionally,Just before exam,1,<2 hours,"Online Tutorials, Textbook",0,0,Always,80-90 %,8.4,8.4,0,Good
4,CSE,Male,D,93,87,No,Yes,Just before exam,0,>5 hours,Class notes,0,0,Occasionally,above 90 %,9.27,9.27,0,Excellent
4,EIE,Male,H,93,91.2,Maybe,Yes,Daily,1,>5 hours,"Online Tutorials, Class notes, Textbook",0,0,Always,80-90 %,7.2,7.2,0,Average
4,CSE,Male,D,92,87,No,No,Just before exam,0,>5 hours,"Online Tutorials, Class notes",0,1,Occasionally,80-90 %,6.46,6.46,0,Below_average
4,EEE,Male,D,95,87,Yes,No,Just before exam,0,<2 hours,Online Tutorials,0,0,Always,above 90 %,8.42,8.42,0,Good
4,CSE,Male,D,99,99,Yes,No,Just before exam,0,>5 hours,Textbook,0,5,Always,75-80 %,10,10,0,Excellent
2,ECE,Male,H,9.5,97.4,Maybe,Occasionally,Just before exam,0,>5 hours,"Online Tutorials, Class notes",0,0,Occasionally,80-90 %,8.02,8.02,0,Good
4,MEE,Male,D,92,83,Yes,Yes,Just before exam,0,2-5 hours,"Class notes, Textbook",0,0,Always,80-90 %,7.38,7.38,0,Average
3,Other,Male,H,95,98,Yes,Yes,Just before exam,3,>5 hours,"Online Tutorials, Class notes",0,0,Never,80-90 %,8.6,8.6,0,Excellent
4,CSE,Female,D,93,90,Maybe,Occasionally,Just before exam,1,>5 hours,"Online Tutorials, Class notes, Textbook",0,0,Occasionally,80-90 %,9.1,9.1,0,Excellent
4,CSE,Male,D,95,91,Maybe,Occasionally,Just before exam,0,2-5 hours,"Online Tutorials, Textbook",0,0,Occasionally,80-90 %,8.4,8.4,0,Good
3,Other,Female,H,8.6,96,Maybe,Occasionally,Just before exam,1,2-5 hours,"Online Tutorials, Class notes, Textbook",0,0,Always,80-90 %,8.67,8.67,0,Excellent
3,CSE,Male,H,93,97,Maybe,Yes,Just before exam,0,2-5 hours,"Online Tutorials, Class notes",0,0,Occasionally,80-90 %,8.5,8.5,0,Excellent
2,CSE,Male,H,9.8,9.2,Yes,Occasionally,Just before exam,0,>5 hours,"Online Tutorials, Class notes, Textbook",0,0,Always,80-90 %,7.26,7.26,0,Average
4,CSE,Male,D,83,96.5,Maybe,Occasionally,Just before exam,1,2-5 hours,Class notes,0,0,Occasionally,80-90 %,7.6,7.6,0,Good
4,MEE,Male,H,97,94,Maybe,Occasionally,Just before exam,0,>5 hours,Class notes,1,1,Occasionally,75-80 %,7.93,7.93,1,Average
4,EEE,Male,D,9.7,95,No,No,Daily,1,2-5 hours,Textbook,0,0,Always,75-80 %,8.3,8.3,0,Good
4,CSE,Male,D,89.5,85.6,Maybe,Yes,Just before exam,1,<2 hours,"Online Tutorials, Class notes, Textbook",0,0,Never,above 90 %,8.9,8.9,0,Excellent
4,Other,Male,D,9.8,9.5,Maybe,Occasionally,Just before exam,1,2-5 hours,Online Tutorials,4 & above,5,Occasionally,75-80 %,5.8,5.8,4,Low
4,EEE,Female,D,80.333,81.7,Maybe,Occasionally,Just before exam,1,2-5 hours,Class notes,0,0,Always,80-90 %,7.13,7.13,0,Average
4,EEE,Male,D,77,67,Yes,Yes,Daily,1,2-5 hours,"Online Tutorials, Class notes, Textbook",0,0,Occasionally,80-90 %,65,6.5,0,Average
4,EEE,Male,D,8.5,73,Yes,Occasionally,Just before exam,1,>5 hours,"Online Tutorials, Textbook",0,3,Occasionally,80-90 %,6.6,6.6,0,Average
2,CSE,Female,D,9.2,95,Yes,Yes,Daily,2,>5 hours,"Online Tutorials, Class notes",0,0,Always,above 90 %,8.3,8.3,0,Good
2,ECE,Male,D,90,88,Maybe,No,Just before exam,1,2-5 hours,Online Tutorials,4 & above,6,Occasionally,75-80 %,5.8,5.8,4,Low
3,Other,Male,D,7.3,774,Maybe,No,Just before exam,2,2-5 hours,"Online Tutorials, Class notes, Textbook",0,0,Always,75-80 %,7,7,0,Average
4,CSE,Male,D,90,92,Yes,Yes,Just before exam,1,2-5 hours,"Class notes, Textbook",0,1,Always,75-80 %,7.21,7.21,0,Average
2,Other,Male,H,9.3,956,Maybe,No,Just before exam,1,2-5 hours,Online Tutorials,0,0,Occasionally,75-80 %,8.5,8.5,0,Excellent
4,CSE,Male,D,88,83,No,Occasionally,Daily,1,>5 hours,"Class notes, Textbook",1,5,Occasionally,80-90 %,7.5,7.5,1,Average
4,CSE,Female,D,93,82,No,Yes,Daily,2,2-5 hours,"Online Tutorials, Class notes, Textbook",0,0,Always,above 90 %,7.1,7.1,0,Average
3,ECE,Female,D,100,95.8,Yes,Yes,Daily,2,<2 hours,"Online Tutorials, Class notes, Textbook",0,0,Occasionally,above 90 %,7.51,7.51,0,Good
1,CSE,Male,H,96,72,Yes,No,Just before exam,2,<2 hours,"Online Tutorials, Class notes",3,0,Occasionally,75-80 %,5,5,3,Low
3,Other,Male,D,87,88,No,Yes,Just before exam,1,2-5 hours,Online Tutorials,0,1,Occasionally,75-80 %,7.4,7.4,0,Average
3,CSE,Male,H,93,92,Maybe,Occasionally,Just before exam,3,2-5 hours,"Online Tutorials, Class notes, Textbook",0,0,Occasionally,80-90 %,7.06,7.06,0,Average
4,CSE,Female,D,89.5,89.5,Yes,Yes,Just before exam,2,<2 hours,"Class notes, Textbook",0,0,Always,80-90 %,7.71,7.71,0,Good
4,CSE,Female,H,97,97.5,Maybe,Yes,Just before exam,1,>5 hours,"Online Tutorials, Class notes, Textbook",0,0,Always,above 90 %,9.7,9.7,0,Excellent
2,EEE,Male,H,88,96,Yes,Yes,Daily,3,2-5 hours,"Class notes, Textbook",1,0,Occasionally,80-90 %,8.71,8.71,1,Good
3,EIE,Male,H,9.8,96,Maybe,Occasionally,Just before exam,0,<2 hours,Class notes,0,0,Occasionally,above 90 %,7.7,7.7,0,Good
3,ECE,Male,D,97,98,Maybe,Yes,Daily,1,2-5 hours,"Online Tutorials, Class notes, Textbook",0,0,Occasionally,above 90 %,8.92,8.92,0,Excellent
4,ECE,Male,H,95,87.8,Maybe,Yes,Just before exam,2,>5 hours,"Online Tutorials, Class notes, Textbook",0,7,Occasionally,75-80 %,7.23,7.23,0,Average
4,ECE,Male,H,98,93,No,Yes,Just before exam,0,>5 hours,"Class notes, Textbook",0,0,Never,80-90 %,8.56,8.56,0,Excellent
2,Other,Male,D,78,70,Yes,No,Daily,2,2-5 hours,Textbook,0,0,Always,75-80 %,8,8,0,Good
2,MEE,Female,H,92,90,Yes,Occasionally,Just before exam,0,>5 hours,Online Tutorials,0,0,Always,75-80 %,7.8,7.8,0,Good
4,ECE,Male,D,95,90,No,Yes,Just before exam,0,2-5 hours,"Online Tutorials, Class notes",0,10,Occasionally,80-90 %,7.4,7.4,0,Average
4,CSE,Female,H,97,95,Maybe,Yes,Daily,1,<2 hours,"Class notes, Textbook",0,2,Occasionally,80-90 %,7.5,7.5,0,Good
1,CSE,Male,H,93,96,Yes,Yes,Just before exam,2,>5 hours,"Online Tutorials, Class notes",0,0,Never,above 90 %,7.53,7.53,0,Good
3,CSE,Male,H,8.5,895,Yes,Yes,Just before exam,1,<2 hours,Online Tutorials,0,0,Occasionally,80-90 %,7.5,7.5,0,Good
3,Other,Female,H,76.8,62.2,Maybe,Yes,Daily,1,<2 hours,Online Tutorials,0,2,Always,80-90 %,7.17,7.17,0,Average
3,CSE,Female,H,98,97,Maybe,Occasionally,Just before exam,1,<2 hours,"Class notes, Textbook",0,0,Always,80-90 %,9.74,9.74,0,Excellent
3,CSE,Female,H,99,96,Maybe,No,Just before exam,0,>5 hours,"Online Tutorials, Class notes",1,0,Never,80-90 %,7.9,7.9,1,Average
1,CSE,Male,H,94,92,Maybe,Occasionally,Just before exam,0,>5 hours,Online Tutorials,0,0,Occasionally,75-80 %,8,8,0,Good
4,ECE,Female,H,95,98,Yes,Yes,Daily,1,<2 hours,"Online Tutorials, Class notes, Textbook",0,0,Always,above 90 %,9.1,9.1,0,Excellent
4,CSE,Female,H,95,96.2,Yes,Yes,Daily,2,2-5 hours,"Online Tutorials, Class notes, Textbook",0,0,Always,above 90 %,9.14,9.14,0,Excellent
4,CSE,Male,D,78,91,No,Yes,Just before exam,3,2-5 hours,"Online Tutorials, Class notes, Textbook",0,1,Occasionally,above 90 %,6.36,6.36,0,Below_average
3,ECE,Female,H,10,98,Maybe,Occasionally,Daily,2,2-5 hours,"Online Tutorials, Class notes, Textbook",0,0,Always,80-90 %,8.64,8.64,0,Excellent
4,CSE,Male,H,80,90,Maybe,Occasionally,Just before exam,2,2-5 hours,"Online Tutorials, Class notes",0,7,Never,80-90 %,5.8,5.8,0,Low
2,Other,Female,D,25,26,Maybe,Yes,Daily,3,<2 hours,"Online Tutorials, Class notes, Textbook",0,4,Always,above 90 %,6.2,6.2,0,Below_average
4,Other,Male,D,8,72,Yes,No,Just before exam,0,>5 hours,Textbook,1,3,Always,above 90 %,7.76,7.76,1,Average
4,ECE,Male,H,94,92,Maybe,Occasionally,Just before exam,1,>5 hours,Class notes,4 & above,6,Occasionally,75-80 %,5.03,5.03,4,Low
4,CSE,Female,D,95,91,Maybe,Yes,Just before exam,0,2-5 hours,"Online Tutorials, Class notes, Textbook",0,0,Occasionally,80-90 %,8.09,8.09,0,Good
4,EEE,Male,D,87,81,Maybe,No,Just before exam,0,>5 hours,Textbook,0,3,Always,above 90 %,8.3,8.3,0,Good
4,ECE,Female,H,87,80,No,Yes,Just before exam,1,>5 hours,Class notes,4 & above,8,Always,above 90 %,5,5,4,Low
4,ECE,Female,H,87,80,No,Yes,Just before exam,1,>5 hours,Class notes,4 & above,8,Always,above 90 %,5,5,4,Low
4,ECE,Female,H,97,97.4,Maybe,Yes,Just before exam,1,>5 hours,Class notes,0,0,Occasionally,above 90 %,9.03,9.03,0,Excellent
4,MEE,Male,H,7.7,63.3,Yes,No,Just before exam,0,>5 hours,Online Tutorials,0,1,Occasionally,75-80 %,7,7,0,Average
4,ECE,Female,H,95,96.6,Maybe,Yes,Just before exam,0,2-5 hours,Textbook,0,0,Occasionally,80-90 %,9,9,0,Excellent
4,EIE,Female,H,93,94,No,Yes,Just before exam,2,2-5 hours,Class notes,0,0,Always,above 90 %,6.9,6.9,0,Average
4,CSE,Female,H,95,90,Yes,Yes,Just before exam,2,>5 hours,"Class notes, Textbook",0,0,Occasionally,80-90 %,6,6,0,Below_average
4,ECE,Female,H,9.2,92.9,Yes,Occasionally,Just before exam,3,>5 hours,Class notes,0,1,Occasionally,80-90 %,6.3,6.3,0,Below_average
4,ECE,Male,H,85,84,Maybe,Yes,Daily,3,2-5 hours,"Online Tutorials, Class notes, Textbook",0,0,Occasionally,above 90 %,7.45,7.45,0,Average
4,ECE,Female,H,88,85.6,Yes,Yes,Just before exam,0,>5 hours,"Class notes, Textbook",0,0,Always,80-90 %,8.1,8.1,0,Good
4,ECE,Female,H,96,96.3,Yes,Yes,Daily,2,>5 hours,"Online Tutorials, Class notes, Textbook",0,0,Never,80-90 %,7,7,0,Average
4,ECE,Female,H,97,95.3,Maybe,Yes,Just before exam,1,2-5 hours,Class notes,0,0,Occasionally,80-90 %,8.83,8.83,0,Excellent
4,ECE,Female,H,86,860,No,Occasionally,Daily,1,2-5 hours,Class notes,4 & above,4,Occasionally,above 90 %,5,5,4,Low
4,ECE,Female,H,98,92,Maybe,Occasionally,Just before exam,0,>5 hours,"Class notes, Textbook",0,1,Never,75-80 %,6.14,6.14,0,Below_average
4,EIE,Female,H,98,95.9,No,Yes,Just before exam,1,>5 hours,"Class notes, Textbook",0,0,Occasionally,above 90 %,8.6,8.6,0,Excellent
4,ECE,Female,H,100,94,No,Occasionally,Just before exam,1,2-5 hours,Class notes,1,5,Occasionally,above 90 %,5.6,5.6,1,Low
4,ECE,Female,D,100,78,Maybe,Yes,Daily,1,2-5 hours,Textbook,0,0,Always,above 90 %,7.62,7.62,0,Good
4,EEE,Female,H,98,97,No,Occasionally,Just before exam,0,>5 hours,Class notes,0,0,Occasionally,80-90 %,9,9,0,Excellent
4,ECE,Female,H,96.8,90.7,Maybe,Yes,Just before exam,2,2-5 hours,Class notes,0,0,Occasionally,80-90 %,6.97,6.97,0,Average
4,MEE,Male,D,84,92.1,Maybe,Occasionally,Just before exam,0,>5 hours,Textbook,1,4,Occasionally,80-90 %,72,7.2,1,Below_average
4,ECE,Female,H,98,97,No,Yes,Just before exam,1,2-5 hours,Class notes,0,0,Occasionally,80-90 %,8,8,0,Good
3,EIE,Male,H,95,88,Yes,Yes,Just before exam,0,>5 hours,Class notes,4 & above,5,Always,above 90 %,4,4,4,Low
3,ECE,Male,H,88,85,Maybe,Yes,Just before exam,2,2-5 hours,"Online Tutorials, Class notes, Textbook",4 & above,6,Occasionally,80-90 %,3.5,3.5,4,Low
4,ECE,Female,D,95,92,Maybe,Occasionally,Just before exam,2,2-5 hours,Textbook,0,0,Occasionally,80-90 %,80,8,0,Good
3,EIE,Female,H,82,90,Maybe,Occasionally,Just before exam,1,2-5 hours,"Online Tutorials, Class notes, Textbook",4 & above,4,Occasionally,80-90 %,5,5,4,Low
4,ECE,Male,D,8.2,7.37,Maybe,Yes,Just before exam,0,>5 hours,"Class notes, Textbook",4 & above,9,Occasionally,80-90 %,65,6.5,4,Low
4,Other,Male,D,85,81,Yes,Occasionally,Just before exam,1,2-5 hours,Online Tutorials,2,2,Always,80-90 %,65,6.5,2,Low
4,ECE,Male,H,95,96.4,No,Occasionally,Just before exam,0,2-5 hours,Class notes,0,0,Always,above 90 %,8,8,0,Good
3,Other,Male,D,98,97,Yes,Occasionally,Just before exam,2,2-5 hours,Textbook,0,0,Occasionally,75-80 %,8,8,0,Good
3,ECE,Male,H,85,97,No,Occasionally,Just before exam,0,>5 hours,"Online Tutorials, Class notes",0,0,Occasionally,80-90 %,6.75,6.75,0,Average
3,CSE,Male,H,9.2,94.5,No,Occasionally,Just before exam,3,2-5 hours,"Online Tutorials, Class notes, Textbook",0,0,Occasionally,80-90 %,7.15,7.15,0,Average
3,EEE,Male,H,97,95,Yes,Occasionally,Just before exam,1,>5 hours,Class notes,0,0,Occasionally,80-90 %,7.42,7.42,0,Average
3,CSE,Male,D,78,82,Yes,Yes,Just before exam,3,2-5 hours,"Online Tutorials, Class notes, Textbook",0,0,Occasionally,above 90 %,8.1,8.1,0,Good
3,EIE,Female,D,98,98,Maybe,Yes,Just before exam,1,<2 hours,"Online Tutorials, Class notes, Textbook",0,1,Never,above 90 %,6.99,6.99,0,Average
4,CSE,Male,D,89,88,Yes,Yes,Daily,2,2-5 hours,"Class notes, Textbook",0,2,Occasionally,above 90 %,3.75,3.75,0,Low
4,CSE,Female,D,90,93,No,Occasionally,Just before exam,1,2-5 hours,Online Tutorials,0,0,Occasionally,75-80 %,8.7,8.7,0,Excellent
4,ECE,Male,H,79,77.5,Yes,Occasionally,Just before exam,1,>5 hours,"Online Tutorials, Class notes, Textbook",0,9,Occasionally,75-80 %,3.2,3.2,0,Low
4,ECE,Male,D,84,82,Yes,Occasionally,Just before exam,2,2-5 hours,"Online Tutorials, Textbook",0,3,Always,75-80 %,9,9,0,Excellent
4,CSE,Male,D,72,78,Yes,Occasionally,Just before exam,1,2-5 hours,"Online Tutorials, Textbook",0,5,Occasionally,80-90 %,7.2,7.2,0,Average
4,Other,Female,H,91.3,88,Maybe,Yes,Daily,2,<2 hours,"Class notes, Textbook",0,0,Always,above 90 %,7.76,7.76,0,Good
4,CSE,Male,D,76,69,Yes,No,Daily,3,<2 hours,"Online Tutorials, Textbook",0,2,Occasionally,above 90 %,58,5.8,0,Low
3,EIE,Female,H,100,96,No,Yes,Just before exam,1,2-5 hours,Class notes,0,0,Always,80-90 %,8.4,8.4,0,Good
4,Other,Male,D,8.3,65,Maybe,No,Just before exam,0,2-5 hours,"Online Tutorials, Class notes",0,4,Occasionally,75-80 %,7,7,0,Average
4,MEE,Female,H,87,82,Yes,Yes,Just before exam,2,2-5 hours,Online Tutorials,0,0,Always,75-80 %,8.1,8.1,0,Good
3,CSE,Male,H,93,95.6,Yes,Occasionally,Just before exam,1,2-5 hours,Online Tutorials,0,0,Always,80-90 %,6.66,6.66,0,Average
4,CSE,Female,H,95,96.1,Yes,Occasionally,Just before exam,1,>5 hours,Class notes,0,0,Occasionally,80-90 %,8.75,8.75,0,Excellent
4,EEE,Female,H,98,95.3,Yes,Yes,Daily,1,2-5 hours,Class notes,0,0,Occasionally,80-90 %,7.84,7.84,0,Good
3,EIE,Female,H,98,98.1,Maybe,Yes,Daily,1,2-5 hours,"Online Tutorials, Class notes, Textbook",0,0,Occasionally,above 90 %,7.7,7.7,0,Good
4,MEE,Female,H,95,93,Maybe,Occasionally,Just before exam,1,2-5 hours,"Online Tutorials, Class notes, Textbook",0,0,Always,80-90 %,8.27,8.27,0,Good
4,Other,Male,D,86,82,Yes,Yes,Daily,1,2-5 hours,"Class notes, Textbook",0,0,Occasionally,above 90 %,6.69,6.69,0,Average
4,ECE,Female,H,97,92.7,Maybe,Yes,Just before exam,1,2-5 hours,"Class notes, Textbook",0,0,Never,above 90 %,7.77,7.77,0,Good
3,EIE,Female,H,9.2,97.4,Yes,Yes,Just before exam,1,2-5 hours,Class notes,0,0,Occasionally,80-90 %,7.6,7.6,0,Good
1,CSE,Male,H,78,78,Maybe,Occasionally,Just before exam,1,2-5 hours,"Online Tutorials, Class notes, Textbook",2,0,Occasionally,80-90 %,4.7,4.7,2,Low
4,MEE,Male,H,7.7,63.3,Yes,No,Just before exam,0,>5 hours,Online Tutorials,0,1,Occasionally,75-80 %,7,7,0,Average
1,CSE,Female,H,9.2,950,Yes,Yes,Daily,2,2-5 hours,"Online Tutorials, Class notes",1,1,Occasionally,80-90 %,6.5,6.5,1,Below_average
1,CSE,Male,H,9,9.5,Yes,No,Daily,2,2-5 hours,"Online Tutorials, Class notes, Textbook",0,0,Occasionally,80-90 %,7.5,7.5,0,Good
1,Other,Female,D,9,9.5,Yes,No,Just before exam,2,2-5 hours,Class notes,2,2,Occasionally,80-90 %,5.5,5.5,2,Low
1,Other,Female,D,9.5,850,Yes,Yes,Just before exam,1,2-5 hours,"Online Tutorials, Class notes",0,0,Occasionally,80-90 %,7,7,0,Average
2,EEE,Male,D,7.8,858,Yes,Yes,Daily,0,2-5 hours,Class notes,0,0,Never,80-90 %,9,9,0,Excellent
1,EEE,Female,D,9,950,Yes,Yes,Just before exam,1,2-5 hours,Class notes,0,0,Occasionally,80-90 %,8.5,8.5,0,Excellent
1,MEE,Male,H,8,950,Yes,Yes,Just before exam,2,2-5 hours,Class notes,0,0,Occasionally,80-90 %,8,8,0,Good
2,ECE,Male,H,9,9,Yes,Yes,Just before exam,0,<2 hours,Class notes,2,0,Occasionally,80-90 %,9,9,2,Low
4,MEE,Male,D,97,92,Yes,No,Just before exam,0,2-5 hours,Online Tutorials,2,7,Occasionally,75-80 %,7,7,2,Low
4,CSE,Male,H,80,90,Maybe,Occasionally,Just before exam,2,2-5 hours,"Online Tutorials, Class notes",0,7,Never,80-90 %,5.8,5.8,0,Low
4,CSE,Male,H,85,90,No,Occasionally,Just before exam,2,2-5 hours,"Online Tutorials, Class notes",0,0,Never,80-90 %,6.8,6.8,0,Average
1,ECE,Male,H,8,860,Yes,No,Just before exam,0,2-5 hours,Class notes,2,2,Occasionally,75-80 %,5,5,2,Low
3,CSE,Male,H,97,95.5,Maybe,Occasionally,Daily,3,2-5 hours,"Online Tutorials, Class notes",0,0,Never,above 90 %,7.3,7.3,0,Average
4,EEE,Female,D,90,88,Yes,Yes,Just before exam,2,>5 hours,"Online Tutorials, Class notes, Textbook",0,0,Occasionally,80-90 %,9,9,0,Excellent
4,CSE,Female,D,83,63,Maybe,Yes,Daily,2,2-5 hours,Online Tutorials,0,0,Occasionally,80-90 %,6.3,6.3,0,Below_average
4,EEE,Female,D,90,88,Yes,Yes,Just before exam,2,>5 hours,"Online Tutorials, Class notes, Textbook",0,0,Occasionally,80-90 %,9,9,0,Excellent
3,ECE,Male,H,9.5,85,Maybe,Occasionally,Daily,0,>5 hours,Class notes,1,2,Occasionally,75-80 %,6.94,6.94,1,Below_average
2,MEE,Male,H,8.6,88,No,Yes,Just before exam,0,>5 hours,"Class notes, Textbook",4 & above,3,Never,75-80 %,4.7,4.7,4,Low
2,Other,Male,D,90,80,Maybe,Occasionally,Just before exam,1,2-5 hours,"Online Tutorials, Class notes",0,0,Occasionally,75-80 %,8.5,8.5,0,Excellent
1,MEE,Male,D,98,97,No,No,Daily,1,>5 hours,"Class notes, Textbook",0,0,Occasionally,75-80 %,8.9,8.9,0,Excellent
3,EEE,Male,H,8.9,89,No,Yes,Just before exam,1,>5 hours,"Online Tutorials, Class notes, Textbook",2,0,Occasionally,75-80 %,7.5,7.5,2,Low
3,ECE,Male,H,89,90,Yes,No,Daily,0,>5 hours,Class notes,0,0,Occasionally,80-90 %,6.4,6.4,0,Below_average
1,ECE,Male,D,8.3,91,No,No,Just before exam,0,>5 hours,"Class notes, Textbook",4 & above,7,Always,75-80 %,4.3,4.3,4,Low
